Date,Adj Close,price_diff_1
2014-09-18,424.4400024414063,-32.89401245117182
2014-09-19,394.7959899902344,-29.644012451171932
2014-09-20,408.9039916992188,14.108001708984432
2014-09-21,398.8210144042969,-10.082977294921932
2014-09-22,402.1520080566406,3.33099365234375
2014-09-23,435.7909851074219,33.63897705078125
2014-09-24,423.2049865722656,-12.58599853515625
2014-09-25,411.5740051269531,-11.6309814453125
2014-09-26,404.4249877929688,-7.149017333984318
2014-09-27,399.5199890136719,-4.904998779296932
2014-09-28,377.1809997558594,-22.3389892578125
2014-09-29,375.4670104980469,-1.7139892578125
2014-09-30,386.9440002441406,11.47698974609375
2014-10-01,383.614990234375,-3.329010009765625
2014-10-02,375.0719909667969,-8.542999267578125
2014-10-03,359.5119934082031,-15.55999755859375
2014-10-04,328.8659973144531,-30.64599609375
2014-10-05,320.510009765625,-8.355987548828125
2014-10-06,330.0790100097656,9.569000244140625
2014-10-07,336.18701171875,6.108001708984375
2014-10-08,352.94000244140625,16.75299072265625
2014-10-09,365.0260009765625,12.08599853515625
2014-10-10,361.56201171875,-3.4639892578125
2014-10-11,362.2990112304688,0.7369995117188068
2014-10-12,378.5490112304688,16.25
2014-10-13,390.41400146484375,11.864990234374943
2014-10-14,400.8699951171875,10.45599365234375
2014-10-15,394.7730102539063,-6.096984863281193
2014-10-16,382.5559997558594,-12.217010498046932
2014-10-17,383.7579956054688,1.2019958496094318
2014-10-18,391.4419860839844,7.683990478515568
2014-10-19,389.5459899902344,-1.89599609375
2014-10-20,382.8450012207031,-6.70098876953125
2014-10-21,386.4750061035156,3.6300048828125
2014-10-22,383.1579895019531,-3.3170166015625
2014-10-23,358.4169921875,-24.740997314453125
2014-10-24,358.3450012207031,-0.071990966796875
2014-10-25,347.27099609375,-11.074005126953125
2014-10-26,354.7040100097656,7.433013916015625
2014-10-27,352.989013671875,-1.714996337890625
2014-10-28,357.6180114746094,4.628997802734375
2014-10-29,335.59100341796875,-22.027008056640625
2014-10-30,345.30499267578125,9.7139892578125
2014-10-31,338.3210144042969,-6.983978271484375
2014-11-01,325.7489929199219,-12.572021484375
2014-11-02,325.8919982910156,0.14300537109375
2014-11-03,327.5539855957031,1.6619873046875
2014-11-04,330.49200439453125,2.938018798828125
2014-11-05,339.4859924316406,8.993988037109375
2014-11-06,349.2900085449219,9.80401611328125
2014-11-07,342.4150085449219,-6.875
2014-11-08,345.4880065917969,3.072998046875
2014-11-09,363.2640075683594,17.7760009765625
2014-11-10,366.9240112304688,3.660003662109432
2014-11-11,367.6950073242188,0.77099609375
2014-11-12,423.5610046386719,55.86599731445307
2014-11-13,420.7349853515625,-2.826019287109375
2014-11-14,397.8179931640625,-22.9169921875
2014-11-15,376.1329956054688,-21.684997558593693
2014-11-16,387.8819885253906,11.748992919921818
2014-11-17,387.4079895019531,-0.4739990234375
2014-11-18,375.197998046875,-12.209991455078125
2014-11-19,380.5549926757813,5.356994628906307
2014-11-20,357.8399963378906,-22.714996337890682
2014-11-21,350.8479919433594,-6.99200439453125
2014-11-22,352.9200134277344,2.072021484375
2014-11-23,367.572998046875,14.652984619140625
2014-11-24,376.9010009765625,9.3280029296875
2014-11-25,375.3479919433594,-1.553009033203125
2014-11-26,368.3699951171875,-6.977996826171875
2014-11-27,369.6700134277344,1.300018310546875
2014-11-28,376.4469909667969,6.7769775390625
2014-11-29,375.4909973144531,-0.95599365234375
2014-11-30,378.0469970703125,2.555999755859375
2014-12-01,379.2449951171875,1.197998046875
2014-12-02,381.3150024414063,2.070007324218807
2014-12-03,375.010009765625,-6.304992675781307
2014-12-04,369.60400390625,-5.406005859375
2014-12-05,376.85400390625,7.25
2014-12-06,374.7850036621094,-2.069000244140625
2014-12-07,375.0950012207031,0.30999755859375
2014-12-08,361.9089965820313,-13.186004638671818
2014-12-09,352.218994140625,-9.690002441406307
2014-12-10,346.364990234375,-5.85400390625
2014-12-11,350.5060119628906,4.141021728515625
2014-12-12,352.5419921875,2.035980224609375
2014-12-13,347.3760070800781,-5.165985107421875
2014-12-14,351.6319885253906,4.2559814453125
2014-12-15,345.3450012207031,-6.2869873046875
2014-12-16,327.06201171875,-18.282989501953125
2014-12-17,319.7760009765625,-7.2860107421875
2014-12-18,311.39599609375,-8.3800048828125
2014-12-19,317.8429870605469,6.446990966796875
2014-12-20,329.9559936523437,12.113006591796818
2014-12-21,320.8429870605469,-9.113006591796818
2014-12-22,331.885986328125,11.042999267578125
